Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Mean Humidity (%)
Changi,2022,12,19,0.4,0.2,0.2,0.2,25.9,27.9,24.7,9.6,25.9,88.5
Changi,2022,12,20,0,0,0,0,27,31.3,23.8,9,33.3,84.4
Changi,2022,12,21,0,0,0,0,27.1,31.2,24.4,7.9,31.5,84.8
Changi,2022,12,22,9,7.8,8.4,8.8,25.9,29.3,23.4,7.9,29.6,87.5
Changi,2022,12,23,0.8,0.2,0.2,0.4,26.4,30.3,24.2,10.2,38.9,86.6
Changi,2022,12,24,0,0,0,0,27.1,30.3,25.3,13.7,40.7,79.9
Changi,2022,12,25,0,0,0,0,27.4,31.7,25.3,13.2,38.9,78.1
Changi,2022,12,26,0,0,0,0,27.4,31,25.7,13.3,37,79.4
Changi,2022,12,27,0,0,0,0,27.4,30.4,25.8,14,37,78.7
Changi,2022,12,28,0.2,0.2,0.2,0.2,26.8,30.1,25.3,10.9,33.3,79.6
Changi,2022,12,29,15.8,11,11.4,15.8,26.3,30.3,23.1,10.4,33.3,83.2
Changi,2022,12,30,0,0,0,0,27.2,31.1,25,10.5,33.3,76.9
Changi,2022,12,31,0,0,0,0,27.4,31.3,24.6,11.3,42.6,75.4
Changi,2022,11,1,2.6,2.6,2.6,2.6,27.2,29.1,24.2,5.8,38.9,84.6
Changi,2022,11,2,0.4,0.4,0.4,0.4,27.6,32.1,25.2,6.4,27.8,86.5
Changi,2022,11,3,0,0,0,0,27.5,31.4,25.1,7.1,27.8,85.8
Changi,2022,11,4,0.8,0.8,0.8,0.8,28.9,32.8,24.3,9.1,29.6,77.1
Changi,2022,11,5,40.4,23.4,27,29.6,25.4,27.9,22.4,6,51.9,88.5
Changi,2022,11,6,0.6,0.2,0.2,0.4,26.9,31.1,25,7.7,40.7,87
Changi,2022,11,7,53,38.8,52,52.8,26.4,31.8,23.4,7.2,22.2,85.2
Changi,2022,11,8,34.2,29.2,32.6,32.6,26.1,31.9,23.1,5.9,40.7,90.9
Changi,2022,11,9,0.8,0.6,0.8,0.8,26.3,28.7,25,6.6,25.9,89.2
Changi,2022,11,10,19.8,3.4,4.8,9.4,26.6,30.6,24.4,6.6,22.2,86.5
Changi,2022,11,11,0.4,0.4,0.4,0.4,27.2,31.6,25.1,5.8,27.8,85.6
Changi,2022,11,12,21.2,6.6,9.2,13.8,26.3,31.9,24.4,7,24.1,89.7
Changi,2022,11,13,3.4,3.4,3.4,3.4,27,30.4,24.5,7.1,27.8,89.2
Changi,2022,11,14,13.2,5.6,7,11,27.3,31.5,23.6,5.9,29.6,85.2
Changi,2022,11,15,7,3,4.4,6.8,28,32.4,24,7.9,40.7,79.2
Changi,2022,11,16,16.4,10.2,13.4,14.2,27.2,33.3,24.3,7.4,31.5,86.3
Changi,2022,11,17,0,0,0,0,27.8,31.8,24.9,5.6,20.4,83.1
Changi,2022,11,18,0,0,0,0,28.5,33.1,25.9,6.3,31.5,79.4
Changi,2022,11,19,6,2.2,3.4,4.4,26.1,27.5,23.5,5.7,38.9,85.3
Changi,2022,11,20,0.2,0.2,0.2,0.2,28.1,31.7,24.9,8.6,31.5,79
Changi,2022,11,21,11,11,11,11,28.6,33.1,23.2,8.9,40.7,75.7
Changi,2022,11,22,2.2,2.2,2.2,2.2,30,33.9,26,8.2,37,72.5
Changi,2022,11,23,3.6,2.8,3,3.4,27.6,30.3,24.1,6.4,46.3,78.6
Changi,2022,11,24,13.4,13.4,13.4,13.4,28.7,33.9,23.7,6.5,38.9,79
Changi,2022,11,25,5.2,14.6,16.6,17.4,27.8,31.3,24.5,6.3,27.8,80.8
Changi,2022,11,26,1.6,1.6,1.6,1.6,27.5,31.5,25.6,7.2,24.1,84.3
Changi,2022,11,27,1.4,0.6,1,1.4,26.4,28.8,24.6,5.7,42.6,88
Changi,2022,11,28,2.2,2.2,2.2,2.2,27.2,32.4,24.9,8.4,31.5,85.7
Changi,2022,11,29,0,0,0,0,27.6,32,25.1,7.4,35.2,86.5
Changi,2022,11,30,52.8,33,44.6,50.8,27.2,32.9,22.8,7.8,35.2,84.5
Changi,2022,10,1,15,11.8,14.6,14.6,27.6,32.9,23.3,5.7,25.2,83.2
Changi,2022,10,2,13.2,3.4,5.8,6.4,27.5,32.9,23.7,6.7,28.2,83
Changi,2022,10,3,0.2,0.2,0.2,0.2,26.8,30,25.1,5.2,27.4,87.2
Changi,2022,10,4,1,1,1,1,27,30.4,25.1,5.6,22.4,85.2
Changi,2022,10,5,31.8,26.4,30,31.2,26.8,29.4,23.8,5.4,21.3,84.9
Changi,2022,10,6,3.4,1.8,2.8,3,26.7,31.5,24.7,0.4,38.9,87
Changi,2022,10,7,5.4,1.6,2.2,3.2,25.7,29,24.5,6.9,28.2,88.9
Changi,2022,10,8,0.2,0.2,0.2,0.2,27.5,31.4,24.6,7.6,25.2,82.3
Changi,2022,10,9,0,0,0,0,28,32.5,25.4,6.1,31.7,81.5
Changi,2022,10,10,7.6,6.4,6.6,7.6,26.9,28.9,23.7,4.4,35,81.6
Changi,2022,10,11,5.8,4.6,5.2,5.6,28.1,31.6,24.4,7.2,28.2,77.7
Changi,2022,10,12,2.8,2,2,2,26.9,30.4,24,7.2,30.2,79.3
Changi,2022,10,13,0,0,0,0,28.9,33.4,25.6,5.7,28.5,76.2
Changi,2022,10,14,1.2,1.2,1.2,1.2,28.2,31.5,25.8,7.6,40.4,78.9
Changi,2022,10,15,1.2,1.2,1.2,1.2,28.6,33.1,26.5,7.6,28.2,74.8
Changi,2022,10,16,24.8,7.2,10.2,13.4,27.3,31.6,23.5,5.9,29.4,81.8
Changi,2022,10,17,11,6.6,8.4,10.4,27.8,31.4,24.1,6.1,31.7,81.2
Changi,2022,10,18,0,0,0,0,28.7,31.6,26,5.2,22,76.2
Changi,2022,10,19,2,1.6,2,2,28.7,31.4,26.4,7,26.7,81
Changi,2022,10,20,0.2,0.2,0.2,0.2,29.4,33,27,8.5,25.2,75.5
Changi,2022,10,21,25.8,16.2,21,23.4,26.6,29.8,23.1,2.8,29.4,85.3
Changi,2022,10,22,22,17,19,19.2,26.4,31.8,24.3,6.5,27,86.8
Changi,2022,10,23,0.4,0.2,0.4,0.6,27.1,31.1,24.3,6.3,21.7,83.1
Changi,2022,10,24,1.6,0.6,0.8,1.2,27.4,29.8,25.9,6.7,27.8,83
Changi,2022,10,25,38.6,23.8,32.6,35.2,27.1,31.3,23.1,6.3,25.9,82.4
Changi,2022,10,26,0.2,0.2,0.2,0.2,26.7,29.7,24.9,6.7,28.5,84.4
Changi,2022,10,27,0.6,0.4,0.4,0.4,28.3,33.3,25,8.9,29.8,73.8
Changi,2022,10,28,6,5.2,5.2,5.2,28.2,34.6,24.5,8.1,29.1,77.4
Changi,2022,10,29,0,0,0,0,28.2,32.7,25.4,6.5,29.1,79.9
Changi,2022,10,30,38.8,19.4,20,37.8,27.4,31.3,23.2,-,37.8,82
Changi,2022,10,31,18.8,20.6,27,40.6,27.4,32.2,23.1,6.5,28.9,84.2
Changi,2022,9,1,0,0,0,0,28.7,32.5,26.6,6.8,35.2,77.3
Changi,2022,9,2,2.4,1.2,1.8,2.4,27.2,30.1,25,5.5,29.6,85.3
Changi,2022,9,3,0,0,0,0,28.4,32,26.7,7.9,35.2,76.4
Changi,2022,9,4,0.6,0.6,0.6,0.6,28.2,30.8,26.6,6.1,29.6,81.9
Changi,2022,9,5,0.2,0.2,0.2,0.2,27.5,32,24.8,7.7,42.6,82.6
Changi,2022,9,6,0,0,0,0,28.5,32.4,25.6,7.3,31.5,76.9
Changi,2022,9,7,1,0.8,0.8,1,27.5,30.9,25.6,6.2,27.8,81
Changi,2022,9,8,0,0,0,0,28.5,31.4,26.5,7.4,24.1,77.3
Changi,2022,9,9,7.8,4.2,5.2,7,27,30.6,25.1,7.3,22.2,85.4
Changi,2022,9,10,0,0,0,0,28.3,31.3,26.2,9.3,29.6,79.2
Changi,2022,9,11,0.4,0.2,0.2,0.2,27.9,31.3,25.5,8.6,40.7,79.5
Changi,2022,9,12,0,0,0,0.2,27.9,31.7,24.5,8.8,29.6,75.9
Changi,2022,9,13,0,0,0,0,27.7,31,26.4,7.2,31.5,80.4
Changi,2022,9,14,0,0,0,0,27.1,29.9,25.6,13.2,51.9,76.2
Changi,2022,9,15,0,0,0,0,28.2,31.7,26.1,6.7,33.3,77.1
Changi,2022,9,16,0,0,0,0,28.7,31.9,26,8.3,29.6,78.5
Changi,2022,9,17,5.8,4.8,4.8,4.8,28.2,30.5,25.7,6.8,42.6,83.2
Changi,2022,9,18,21.6,4.4,8.2,10.2,25.9,27.8,23.5,6.2,31.5,89.1
Changi,2022,9,19,0,0,0,0,27.8,30.1,25.6,5.5,25.9,79.6
Changi,2022,9,20,5.6,4.8,5.4,5.6,27.3,29.4,23.6,5.5,29.6,82
Changi,2022,9,21,0,0,0,0,28.6,31.8,25.8,7.6,37,80.3
Changi,2022,9,22,5.8,3.2,3.4,4.6,26.9,29.9,23.8,7.7,42.6,83.3
Changi,2022,9,23,0,0,0,0,28.8,32,26.5,7.1,25.9,74.6
Changi,2022,9,24,1.4,1,1,1,28.1,30.6,25,6.3,27.8,81.8
Changi,2022,9,25,38.2,22.2,31.4,35.4,26.9,30.1,22.7,7.8,38.9,84.5
Changi,2022,9,26,0,0,0,0,28.2,30.4,26.6,8.1,35,82.4
Changi,2022,9,27,0,0,0,0,28.4,31.5,25.7,5.9,27.4,80
Changi,2022,9,28,0.6,0.6,0.6,0.6,28.9,32.6,25.7,5.6,27.4,76.6
Changi,2022,9,29,29.6,21.4,29,29.6,27.9,30.9,22.4,6.9,29.8,81.4
Changi,2022,9,30,0,0,0,0,28.7,32.4,26.4,9.5,42.4,79.4
Changi,2022,8,1,0.2,0.2,0.2,0.2,28.2,32.1,26,7.3,24.1,84
Changi,2022,8,2,16,7,9.8,12.6,27.2,31.2,24.2,8.6,33.3,84.9
Changi,2022,8,3,0,0,0,0,27.2,29.7,25.2,6.1,29.6,84.4
Changi,2022,8,4,1,0.4,0.6,0.8,26.8,29.3,25.3,5.6,27.8,82.2
Changi,2022,8,5,0,0,0,0,27.8,30.8,25.6,6.6,25.9,77.3
Changi,2022,8,6,0,0,0,0,28.8,32.2,25.9,7.9,29.6,72.6
Changi,2022,8,7,0,0,0,0,28.9,31.1,27.5,9.3,29.6,77.3
Changi,2022,8,8,0,0,0,0,29.5,32,27.7,13.9,31.5,74.7
Changi,2022,8,9,0,0,0,0,29.5,32.8,27.4,11.7,35.2,73.1
Changi,2022,8,10,0,0,0,0,29.6,32.4,27.3,12.7,37,74.4
Changi,2022,8,11,0,0,0,0,30,33.2,27.8,12,29.6,74.6
Changi,2022,8,12,0,0,0,0,29.5,32.4,28,12.6,44.4,76.2
Changi,2022,8,13,32.4,26.8,32.2,32.4,28.1,31.4,24,7.2,33.3,79.5
Changi,2022,8,14,0,0,0,0,28.6,32.7,25.7,7.2,35.2,78.6
Changi,2022,8,15,0,0,0,0,29.1,31.4,27.5,6.7,25.9,78.2
Changi,2022,8,16,1,1,1,1,28,30.7,25.4,5.9,24.1,80.3
Changi,2022,8,17,0,0,0,0,29.1,32.4,26.7,11.7,42.6,76.7
Changi,2022,8,18,0,0,0,0,29.4,32.6,27.7,13.7,40.7,74.4
Changi,2022,8,19,10,9.8,10,10,28.5,31.8,25.1,11.4,53.7,79.2
Changi,2022,8,20,11.8,6.8,7.6,7.6,27.9,31.9,25.9,9.3,40.7,83.3
Changi,2022,8,21,6.6,4.2,5.6,6.4,26.7,29.3,24,6.5,29.6,83
Changi,2022,8,22,0,0,0,0,28.8,31.9,26.4,9.7,29.6,73.1
Changi,2022,8,23,2.8,1.2,1.6,1.8,27.4,30.5,25.6,8.4,35.2,83.4
Changi,2022,8,24,6.4,5.2,6,6.2,27.5,31.1,24.2,6.2,35.2,84.7
Changi,2022,8,25,13.6,5.4,5.4,6.4,27.5,30.3,23.7,11.4,38.9,84.7
Changi,2022,8,26,3.6,1.4,1.6,1.6,26.7,28.3,25,6.7,31.5,87
Changi,2022,8,27,28.2,9.8,13.2,18.8,26.4,31.5,23.8,5.6,27.8,87.6
Changi,2022,8,28,0,0,0,2.2,27.2,30.5,24.7,4.8,24.1,85.1
Changi,2022,8,29,2.8,1.4,1.8,2,26.9,29.3,24.7,4.6,31.5,85.8
Changi,2022,8,30,5,3.8,3.8,3.8,27,29.5,25.4,7.6,35.2,84.5
Changi,2022,8,31,0,0,0,0,28.4,31.3,25.9,8.2,25.9,78.7
Changi,2022,7,1,0,0,0,0,29.1,31.8,27,9,31.5,76.3
Changi,2022,7,2,3.8,3.8,3.8,3.8,28.9,31.7,24.6,9.1,44.4,73.9
Changi,2022,7,3,0,0,0,0,29.2,32,27.1,7.8,29.6,75.5
Changi,2022,7,4,9,8.6,9,9,28.8,32.5,24.7,7.9,27.8,80.4
Changi,2022,7,5,6.2,2.8,3,3,27.3,30.9,25.5,7.2,38.9,83.8
Changi,2022,7,6,0,0,0,0,28.6,31.3,26.4,5.7,24.1,80.2
Changi,2022,7,7,0,0,0,0,29.5,32.4,27.3,7.9,25.9,77
Changi,2022,7,8,7,3.2,5.8,7,28.3,31,24.6,6.9,42.6,78.3
Changi,2022,7,9,0,0,0,0,29.4,32.1,27.7,7.6,31.5,77.5
Changi,2022,7,10,3.4,3.4,3.4,3.4,27.9,29.9,24.4,7,29.6,80.9
Changi,2022,7,11,0,0,0,0,28.5,31.8,25.7,7.1,29.6,78.7
Changi,2022,7,12,0,0,0,0,29,31.4,27,7,27.8,77.7
Changi,2022,7,13,0,0,0,0,28.8,31.7,26.7,7,25.9,78.5
Changi,2022,7,14,27.8,19,27.4,27.6,28.9,32.3,23.6,8.8,38.9,81.9
Changi,2022,7,15,0.6,0.6,0.6,0.6,29,32.1,26.4,10.1,29.6,82
Changi,2022,7,16,0,0,0,0,29.4,32,27.5,10,31.5,77
Changi,2022,7,17,0,0,0,0,29.9,32.9,28.3,15.5,31.5,75.5
Changi,2022,7,18,0,0,0,0,29.8,32.8,28.1,11.7,25.9,76.8
Changi,2022,7,19,0,0,0,0,29.9,32.9,28,14.7,33.3,75.7
Changi,2022,7,20,19.2,10.6,12.6,13.2,27.4,29.8,22.2,7.1,42.6,81.3
Changi,2022,7,21,0,0,0,0,28.6,32,26.5,7.3,33.3,79.1
Changi,2022,7,22,18,8.4,14.4,18,27.8,31.3,24,6.3,27.8,85
Changi,2022,7,23,0.4,0.4,0.4,0.4,28.3,32.1,25.7,6.5,37,81.8
Changi,2022,7,24,4.6,4.2,4.2,4.2,27.3,31.4,24,6.3,25.9,86.5
Changi,2022,7,25,18,15,15.4,17.6,27.2,31.2,23.9,5.2,31.5,84.1
Changi,2022,7,26,2.6,0.8,1.2,1.8,26.9,29.2,24.9,8.4,27.8,82.9
Changi,2022,7,27,0,0,0,0,29.2,32.4,26.6,12.9,35.2,75
Changi,2022,7,28,5.6,5.2,5.2,5.6,29.2,32.3,25.2,12,48.2,78.7
Changi,2022,7,29,10.8,5,7.6,8.2,28,31.8,24.6,8.4,48.2,81.7
Changi,2022,7,30,0,0,0,0.2,28.4,31.5,25.4,9.3,31.5,80.3
Changi,2022,7,31,8.2,5.8,8.2,8.2,28.3,31.8,25.4,12.3,40.7,79.8
Changi,2022,6,1,0,0,0,0,29.1,32.1,26.8,6.9,27.8,76.5
Changi,2022,6,2,0,0,0,0,28.2,32.5,26.5,7.4,27.8,81.9
Changi,2022,6,3,59.4,32.4,55.4,58.8,27.9,30.7,23.6,5.2,42.6,82.7
Changi,2022,6,4,12.4,10.2,11.6,12.2,28.6,31.8,23.7,7.1,29.6,79.4
Changi,2022,6,5,1.6,1.2,1.4,1.4,27.9,31.9,25,5.1,33.3,83.8
Changi,2022,6,6,2.6,2.6,2.6,2.6,28.4,31.2,24.7,8,27.8,79.8
Changi,2022,6,7,7.2,4,5.6,6.6,27.3,29.5,24.5,3.5,22.2,88.1
Changi,2022,6,8,8.6,6,8.6,8.6,28.2,33.6,25.1,6,29.6,82.5
Changi,2022,6,9,18,14.8,16.2,17.8,27.3,31.4,23.9,5.3,38.9,84.6
Changi,2022,6,10,0,0,0,0,28.8,32.5,26,4.8,29.6,79.2
Changi,2022,6,11,39,29.6,35.6,39,27,32.1,22.9,5.9,29.6,83.5
Changi,2022,6,12,0,0,0,0,27.7,30.2,26,6.2,25.9,79.8
Changi,2022,6,13,3.2,2.4,2.4,2.4,27.8,31.9,23.9,5.2,22.2,80.4
Changi,2022,6,14,0,0,0,0,28.5,31.2,26.1,6.5,37,79.4
Changi,2022,6,15,0.2,0.2,0.2,0.2,28.4,31.5,26.6,5.6,27.8,81.9
Changi,2022,6,16,2.8,0.8,1.4,1.4,26.9,30,25.2,6.6,24.1,86.3
Changi,2022,6,17,0,0.2,0.4,1,28,30.5,25.5,6.6,22.2,78.5
Changi,2022,6,18,0,0,0,0,27.9,31.7,25.9,5.5,29.6,80.4
Changi,2022,6,19,1.6,1.6,1.6,1.6,27.8,31.2,25.3,4.2,33.3,81.5
Changi,2022,6,20,15.8,6.4,9.4,12.6,26.5,27.5,24,5.3,31.5,86.1
Changi,2022,6,21,0,0,0,0,27.6,30,26.2,6,25.9,83.6
Changi,2022,6,22,0,0,0,0,28,30.4,26.5,8.5,33.3,79.8
Changi,2022,6,23,10.2,6.6,8.4,8.6,27.4,31.1,25.2,6.1,35.2,82.9
Changi,2022,6,24,1.2,1.2,1.2,1.2,27.8,31.1,25.7,6.2,27.8,81.4
Changi,2022,6,25,17,8.2,9.4,16.8,26.8,28.7,23.5,4.9,29.6,84.7
Changi,2022,6,26,0,0,0,0,28.7,31.9,26.6,9.8,29.6,79.7
Changi,2022,6,27,0,0,0,0,29.1,32.4,27.1,8,37,77.3
Changi,2022,6,28,0,0,0,0,28.1,32,25.6,6.4,33.3,80.7
Changi,2022,6,29,0,0,0,0,28.8,31.8,26.6,6.6,29.6,77.8
Changi,2022,6,30,11,5.6,9.8,10.6,27.2,29.6,23.9,7.3,44.4,82.3
Changi,2022,5,1,0,0,0,0,28.9,32.6,27.1,5.1,24.1,81.9
Changi,2022,5,2,3.6,2.8,2.8,3.6,28.2,30.9,24.8,7,44.4,81.6
Changi,2022,5,3,3.8,1.4,2.4,3.8,28.6,31.6,24.7,7.6,33.3,78.7
Changi,2022,5,4,1,0.4,0.6,0.8,28.6,30.9,24.9,8.3,29.6,80.6
Changi,2022,5,5,0,0,0,0,29.2,31.6,27.7,6.9,22.2,80.8
Changi,2022,5,6,0,0,0,0,29.9,33.3,27.8,9,27.8,77.8
Changi,2022,5,7,1.4,0.6,0.6,0.8,28.2,32.1,25.9,9,40.7,83
Changi,2022,5,8,1.4,0.4,0.6,0.8,28.2,30.2,25.3,9.5,33.3,83.4
Changi,2022,5,9,1.4,1.4,1.4,1.4,29.7,32.8,27,14.4,37,78.4
Changi,2022,5,10,0,0,0,0,30.2,33.4,27.7,12.6,37,76.3
Changi,2022,5,11,9,3.6,4.6,7.4,28,30.7,25,4.9,29.6,82.5
Changi,2022,5,12,0,0,0,0,30,34.8,26.9,6.5,33.3,73.9
Changi,2022,5,13,0,0,0,0,29.7,34.1,26.6,7,22.2,75.6
Changi,2022,5,14,0,0,0,0,29.9,33.4,27.9,10.7,31.5,78.2
Changi,2022,5,15,1,1,1,1,28.9,33.4,25,8.6,38.9,78.4
Changi,2022,5,16,0,0,0,0,28.1,33.5,25.9,6.7,33.3,80.6
Changi,2022,5,17,0,0,0,0,29.4,32.7,26.2,7.1,25.9,77.4
Changi,2022,5,18,0,0,0,0,30.2,33.2,27.4,9.7,29.6,75
Changi,2022,5,19,0,0,0,0,28.7,32.9,27.1,7.9,29.6,80
Changi,2022,5,20,0.4,0.4,0.4,0.4,28.4,32.5,25.2,4.6,35.2,81.3
Changi,2022,5,21,29.4,29,29.2,29.2,28.4,33,23.5,6.9,51.9,83.7
Changi,2022,5,22,0,0,0,0,29.4,32.5,27.3,6.5,27.8,77.9
Changi,2022,5,23,5,3,3.6,4.8,29.1,33.4,24.9,8.7,33.3,81.2
Changi,2022,5,24,0,0,0,0,29.4,33.7,25.6,8.4,31.5,78.3
Changi,2022,5,25,44.6,30.8,38.8,42,28.3,34.2,23.8,7.3,33.3,81.9
Changi,2022,5,26,0,0,0,0,28.4,32.8,24.8,5.5,24.1,83
Changi,2022,5,27,0,0,0,0,29.7,33.6,26.9,6.3,25.9,75.5
Changi,2022,5,28,0,0,0,0,29.6,33.5,27.4,6.2,27.8,76.1
Changi,2022,5,29,0,0,0,0,30.7,35.4,27.6,5.8,27.8,68.4
Changi,2022,5,30,0,0,0,0,30.1,34.5,27.4,7.9,25.9,76.7
Changi,2022,5,31,0,0,0,0,29.9,32.7,27.7,7.5,29.6,76.5
Changi,2022,4,1,0,0,0,0,28.8,34,25.8,5.3,25.9,79
Changi,2022,4,2,11.6,9.4,9.4,9.6,27.8,32.2,24.7,5.6,31.5,83.8
Changi,2022,4,3,0,0,0,0,27.4,30.8,24.8,5,24.1,81.8
Changi,2022,4,4,0,0,0,0,28,32.3,24.4,5.6,24.1,77.5
Changi,2022,4,5,0,0,0,0,28.1,30.7,26.6,8.1,29.6,82.4
Changi,2022,4,6,11.6,8.4,10,11.2,27.6,33.3,23.8,6.3,40.7,82
Changi,2022,4,7,1,0.4,0.6,0.8,26.5,28.1,25,5,20.4,86.5
Changi,2022,4,8,0,0,0,0,27.4,32.9,25,6.5,33.3,81.3
Changi,2022,4,9,3.2,3.2,3.2,3.2,26.7,29.4,23.5,5.8,35.2,83.6
Changi,2022,4,10,5.6,4.2,4.2,5.6,27.1,32.4,25.6,5.2,27.8,87.4
Changi,2022,4,11,2.8,1.2,1.8,2.8,27.1,31.8,25.6,4.5,24.1,86.9
Changi,2022,4,12,0,0,0,0,28.6,32,25,5.3,22.2,78.9
Changi,2022,4,13,0,0,0,0,28.2,31.4,26.4,5.2,31.5,83.3
Changi,2022,4,14,0.6,0.6,0.6,0.6,28.8,32.5,24,7,27.8,77.4
Changi,2022,4,15,35.2,26.8,33.4,35.2,28.6,32,23.8,4.5,35.2,81.1
Changi,2022,4,16,7.8,6.6,7.6,7.8,28.8,32.1,23.6,7.6,37,79.5
Changi,2022,4,17,58.8,30.6,47.8,52.6,28.7,33.1,24.6,8.3,57.4,81
Changi,2022,4,18,8.4,1.8,2.8,4.6,27.9,33.1,24.1,7.6,40.7,81.7
Changi,2022,4,19,16.4,12.2,14.6,16.2,27.8,32.9,23.6,5.4,37,83.9
Changi,2022,4,20,0,0,0,0,28.6,32.7,25.9,6.8,29.6,82.2
Changi,2022,4,21,27.6,20.2,23.2,25.8,26.7,29.1,23.1,4.4,24.1,88.1
Changi,2022,4,22,0,0,0,0,28.9,33.5,25.5,9,27.8,80.4
Changi,2022,4,23,0,0,0,0,29.4,33.4,26.8,6.9,37,78.5
Changi,2022,4,24,0,0,0,0,29.3,32.7,26.7,7.9,31.5,78.1
Changi,2022,4,25,0.4,0.4,0.4,0.4,29,32.6,26.7,6.8,29.6,80.4
Changi,2022,4,26,0,0,0,0,28.7,31.1,26.2,5.6,22.2,82.8
Changi,2022,4,27,20.4,11,15.2,19,27.7,32.8,25,5.6,25.9,84.6
Changi,2022,4,28,22.8,12.4,20.6,22.6,28.1,33,24.9,5.6,29.6,86.4
Changi,2022,4,29,3.6,3.6,3.6,3.6,28.4,31.8,26.2,6.3,25.9,84.4
Changi,2022,4,30,1.8,1.6,1.6,1.6,28.3,33.3,25.2,5.4,20.4,84.6
Changi,2022,3,1,0,0,0,0,28.1,32.2,25.8,10.2,35.2,80.3
Changi,2022,3,2,11.2,6.6,10.6,11.2,27.3,32.6,23.4,8.9,31.5,83.8
Changi,2022,3,3,2.2,1,2,2,27.6,32.9,24.6,7.7,33.3,84.2
Changi,2022,3,4,0,0,0,0,28,32.5,26,9,37,81.6
Changi,2022,3,5,7,4.4,6.4,7,27.3,33.7,23.5,6,27.8,80
Changi,2022,3,6,3.6,1.8,2.6,3.4,27,30.6,25.4,4.8,18.5,86.2
Changi,2022,3,7,1.2,1,1,1.2,27.8,33,26,8.4,29.6,82.8
Changi,2022,3,8,0,0,0,0,28.3,32.2,25.5,7.8,29.6,79.2
Changi,2022,3,9,0,0,0,0,28.2,31.7,26.2,11.5,33.3,81.3
Changi,2022,3,10,0.8,0.6,0.6,0.6,27.8,32.1,24.7,11.8,40.7,82.4
Changi,2022,3,11,4.4,2.4,2.4,4.4,28,32.7,25.9,8.4,25.9,81.3
Changi,2022,3,12,0,0,0,0,28.2,33,25.3,10,35.2,78.1
Changi,2022,3,13,0,0,0,0,28.5,33.8,24.8,8.9,25.9,79.6
Changi,2022,3,14,0,0,0,0,28.6,31.8,26.8,10,27.8,79.2
Changi,2022,3,15,29.8,11.8,22.4,29,26.7,32.3,23.8,6.3,31.5,85.6
Changi,2022,3,16,0.4,0.4,0.4,0.4,28.1,31.9,25.2,7.4,25.9,78.1
Changi,2022,3,17,9.6,7.2,8,8.2,27.6,31.5,24.2,5.9,38.9,84.2
Changi,2022,3,18,0.8,0.6,0.8,0.8,27.9,33.5,26.1,6.6,27.8,82.8
Changi,2022,3,19,0,0,0,0,28.7,33,26.2,7.2,27.8,78.8
Changi,2022,3,20,0,0,0,0,28.4,31.6,25,8.1,33.3,78
Changi,2022,3,21,2.6,2.4,2.6,2.6,28.6,33,23,6.9,37,73
Changi,2022,3,22,5,5,5,5,28.6,31.8,26,10.2,27.8,81.7
Changi,2022,3,23,0.4,0.4,0.4,0.4,28.6,32.3,26.7,7,33.3,80.4
