Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Mean Humidity (%)
Changi,2022,3,24,23.2,22.6,23.2,23.2,28.3,34.2,24.4,7.3,25.9,82.8
Changi,2022,3,25,22.4,20.2,20.6,22.4,28.7,33.6,24.4,7.5,33.3,82.9
Changi,2022,3,26,0.2,0.2,0.2,0.2,28.3,33.9,25.4,6.6,24.1,81.4
Changi,2022,3,27,0.2,0.2,0.2,0.2,28.4,33.2,25.2,7.4,27.8,77.5
Changi,2022,3,28,36.2,23,24.4,28.6,27.7,33.4,24.1,6.3,37,84.8
Changi,2022,3,29,1.2,1.2,1.2,1.2,28.2,33,24,7.9,31.5,82.3
Changi,2022,3,30,0,0,0,0,29.1,33.7,26.2,7.3,25.9,78.7
Changi,2022,3,31,0.8,0.8,0.8,0.8,28.2,32.8,24.8,5.8,48.2,80.9
Changi,2022,2,1,0,0,0,0,28.2,32.6,25.6,12.9,33.3,74.9
Changi,2022,2,2,0,0,0,0,28.4,33.2,25.2,9.3,29.6,75.2
Changi,2022,2,3,0.2,0.2,0.2,0.2,28.7,33.6,25.7,12.7,35.2,76.9
Changi,2022,2,4,0,0,0.2,0.2,28.7,33.3,26.5,14.5,38.9,76.5
Changi,2022,2,5,0.8,0.4,0.4,0.4,27.9,32.7,25.7,12.8,46.3,78.4
Changi,2022,2,6,20.6,3.4,6,8.4,26.2,29,24.2,6.5,27.8,85.7
Changi,2022,2,7,0.8,0.6,0.6,0.8,26.5,30.1,24.8,7.6,31.5,85.6
Changi,2022,2,8,1.6,0.6,0.8,1,26.7,30.8,24.3,7.6,25.9,83.4
Changi,2022,2,9,29.6,9,14.4,16.6,26.3,31.5,24.6,6.3,27.8,85.8
Changi,2022,2,10,19.6,2.8,5,7.4,24.6,25.5,23.7,5.3,20.4,91.7
Changi,2022,2,11,3.8,1.2,2,2.4,25.5,29.1,23.3,5.9,27.8,85.6
Changi,2022,2,12,0,0,0,0,27.4,31.6,24.1,9.8,31.5,77.7
Changi,2022,2,13,20.6,12.4,18.4,20.6,27.4,32.2,23.7,7.9,29.6,81.2
Changi,2022,2,14,1.2,1.2,1.2,1.2,27.6,31,25.4,9,29.6,82.7
Changi,2022,2,15,0,0,0,0,28.1,31.9,26.4,12,35.2,81
Changi,2022,2,16,16.4,12.6,15.2,15.2,26.1,28,22.6,5.7,33.3,84.9
Changi,2022,2,17,0,0,0,0,27.8,31.5,24.5,9.3,29.6,77.2
Changi,2022,2,18,0,0,0,0,28.6,32.3,26.4,11.8,29.6,76.4
Changi,2022,2,19,5,4.2,4.8,4.8,27.9,31.5,26.2,8.2,29.6,82.6
Changi,2022,2,20,12.2,10.6,12,12.2,27.3,32.9,23.5,6.9,25.9,84.4
Changi,2022,2,21,0,0,0,0,28.2,32.3,25.7,11,35.2,79.6
Changi,2022,2,22,0,0,0,0,28.1,32.2,25.3,9.3,29.6,76.3
Changi,2022,2,23,0,0,0,0,27.5,31.8,25.1,9.1,31.5,79
Changi,2022,2,24,17,4.6,7,9.2,25.6,28.4,23.5,8.6,29.6,84
Changi,2022,2,25,25,22,25,25,27,32.6,23.2,8.3,35.2,78.3
Changi,2022,2,26,0,0,0,0,26.6,29.8,24.5,7.3,24.1,85.2
Changi,2022,2,27,0.6,0.6,0.6,0.6,27.2,31,24.9,10.9,31.5,83.8
Changi,2022,2,28,0,0,0,0,28,32.4,25.2,12.5,37,81
Changi,2022,1,1,25.2,8.8,11.8,11.8,25.7,30.1,23.2,6.9,31.5,88.7
Changi,2022,1,2,50,8.2,14.6,20.4,24.3,24.9,23.7,4.2,22.2,93
Changi,2022,1,3,6,5.2,5.2,5.4,25.9,30.5,23.5,5.2,22.2,85.3
Changi,2022,1,4,4.8,3.4,3.4,3.4,26.4,30.5,24.4,7.3,25.9,85.8
Changi,2022,1,5,1,0.6,1,1,27.7,32.3,25,6.7,22.2,79.7
Changi,2022,1,6,0,0,0,0,28.1,32.2,25.4,9.4,33.3,77
Changi,2022,1,7,0,0,0,0,28,31.7,25.3,10.3,31.5,78.3
Changi,2022,1,8,0,0,0,0,27.8,31.1,25.9,11,31.5,82.4
Changi,2022,1,9,0,0,0,0,28.1,31.7,25.6,11.8,38.9,80.6
Changi,2022,1,10,0,0,0,0,27.7,31.5,25.4,10.9,35.2,77.8
Changi,2022,1,11,0,0,0,0,27.4,31.1,24.9,11.3,35.2,77.8
Changi,2022,1,12,0,0,0,0,27.5,31.4,25.2,12.8,37,76.7
Changi,2022,1,13,0,0,0,0,27.3,31.6,24.2,11.6,35.2,74.7
Changi,2022,1,14,0,0,0,0,27.3,31.4,24.8,11.3,38.9,72.3
Changi,2022,1,15,0,0,0,0,27.7,31.9,25.2,12.6,35.2,75.7
Changi,2022,1,16,0,0,0,0,28,31.8,25.7,12.4,37,77
Changi,2022,1,17,2.6,2.6,2.6,2.6,27.7,31.2,26.2,12.9,37,80.8
Changi,2022,1,18,0,0,0,0,27.7,32.4,25.6,12.5,37,75.2
Changi,2022,1,19,4.4,2.4,2.4,2.4,26.8,30.3,24.1,8.9,42.6,82.5
Changi,2022,1,20,2,1,1.2,2,27.2,31.2,25.4,9,29.6,77.7
Changi,2022,1,21,0,0,0,0,27.6,32.1,24.8,13,35.2,77.3
Changi,2022,1,22,0,0,0,0,27.8,32.3,25.2,11,31.5,76.5
Changi,2022,1,23,0,0,0,0,27.8,32.6,24.6,9.3,31.5,76.8
Changi,2022,1,24,0,0,0,0,27.8,32.7,24.8,7.8,25.9,77.4
Changi,2022,1,25,0,0,0,0,27.8,32.4,24.9,11.7,35.2,76.1
Changi,2022,1,26,0,0,0,0,28,33,25.3,9.6,35.2,74.6
Changi,2022,1,27,0,0,0,0,27.7,32.4,24.9,9.1,29.6,74.1
Changi,2022,1,28,0,0,0,0,28.2,33.1,24.7,10.9,33.3,73.1
Changi,2022,1,29,0,0,0,0,28,32.6,24.8,10,27.8,76.7
Changi,2022,1,30,3.8,3.8,3.8,3.8,27.6,32.8,24.7,10.1,27.8,79.1
Changi,2022,1,31,0,0,0,0,28.3,32.8,25.2,10.5,33.3,76.1
