Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Mean Humidity (%)
Changi,2018,3,30,0.8,1.2,1.6,1.6,26.9,32.5,23.6,5.4,39.6,82.7
Changi,2018,3,31,0.4,0.4,0.4,0.4,27.9,33.7,24.9,7.2,33.1,84.9
Changi,2018,2,1,0,0,0,0,28.1,32.1,25.9,11.5,36.4,79.6
Changi,2018,2,2,13,1.8,3.4,6.2,25.4,27.3,23.9,9,31.3,92.8
Changi,2018,2,3,0,0,0,0,27,30.6,24.7,14.8,42.5,83.1
Changi,2018,2,4,0.6,0.2,0.2,0.4,26.9,29.9,25.5,14.8,45,79.8
Changi,2018,2,5,0,0,0,0,27.1,30.6,25,13.7,40.3,75.9
Changi,2018,2,6,0,0,0,0,26.6,30.4,24.1,12.6,40,73.9
Changi,2018,2,7,0,0,0,0,26.1,29.3,24.6,11.9,35.3,77.4
Changi,2018,2,8,0,0,0,0,26.4,29.8,24.3,14.4,35.6,74.3
Changi,2018,2,9,0,0,0,0,26.3,30.1,23.6,14.8,37.8,71.9
Changi,2018,2,10,0,0,0,0,26.2,30.2,23.5,11.9,33.8,73.6
Changi,2018,2,11,0,0,0,0,26.8,30.8,24.3,13.3,38.2,71.9
Changi,2018,2,12,0,0,0,0,27.2,31.2,24.9,15.1,39.6,70.1
Changi,2018,2,13,0,0,0,0,27,31.8,24.3,11.5,38.2,77.2
Changi,2018,2,14,0,0,0,0,26.8,31,24.1,11.9,37.8,79.6
Changi,2018,2,15,0.2,0.2,0.2,0.2,27.3,31.7,24.5,10.4,30.2,80.9
Changi,2018,2,16,0,0,0,0,27.3,32.2,24.7,9.7,25.6,82.2
Changi,2018,2,17,0,0,0,0,27.6,32.1,24.7,11.5,29.9,79.9
Changi,2018,2,18,0,0,0,0,27.6,32.1,25.1,11.9,33.8,77.8
Changi,2018,2,19,0,0,0,0,27.5,32.2,24.7,13.3,37.1,77
Changi,2018,2,20,0,0,0,0,28,32.8,25.1,11.9,29.9,74.9
Changi,2018,2,21,0,0,0,0,28,33.1,25.3,13.7,31.7,77.4
Changi,2018,2,22,0,0,0,0,28.2,33.3,25.4,13.7,37.8,76.1
Changi,2018,2,23,0.8,0.6,0.8,0.8,28.1,33.1,25.8,10.1,32.8,78.9
Changi,2018,2,24,0.2,0.2,0.2,0.2,26.1,28.8,24.6,9.4,32.8,85.4
Changi,2018,2,25,0,0,0,0,27.4,31.7,25.2,10.4,31.7,81
Changi,2018,2,26,0,0,0,0,27.5,31.1,25.7,13,34.6,78.9
Changi,2018,2,27,0,0,0,0,27.6,31.8,25.1,13,33.1,80.1
Changi,2018,2,28,0,0,0,0,28.4,33.5,25.7,11.9,33.5,77.3
Changi,2018,1,1,32.2,6,11.6,13.4,24.8,26.7,23.6,5.4,36,97.2
Changi,2018,1,2,0.8,0.4,0.4,0.4,25.5,27.3,24.3,7.9,24.5,92.8
Changi,2018,1,3,2,1.8,2,2,26.6,31.1,24.1,7.2,29.2,91.1
Changi,2018,1,4,0.2,0.2,0.2,0.2,26.1,28.2,25,8.3,23.8,91.7
Changi,2018,1,5,1,1,1,1,26,29,24.8,4.3,18.7,89
Changi,2018,1,6,0,0,0,0,26.8,29.7,24.4,7.2,24.5,87
Changi,2018,1,7,0,0,0,0,26.8,30.5,24.2,8.6,29.5,87.1
Changi,2018,1,8,45.8,24.4,35,45.4,26.4,30.3,23.4,6.5,26.6,87
Changi,2018,1,9,1.8,1.8,1.8,1.8,27.2,31.4,25.2,8.3,30.2,85.3
Changi,2018,1,10,29.8,3.6,6.2,9.2,24.5,26.7,22.8,5.8,20.2,94.7
Changi,2018,1,11,10.4,0.8,1.4,2.4,23.9,25.6,22.3,9,34.9,90.5
Changi,2018,1,12,9.8,1,1.4,2.4,23.1,24.1,22.2,10.4,37.1,94.1
Changi,2018,1,13,42.2,8.8,12.2,18.8,23,23.7,22.3,8.3,25.2,93.4
Changi,2018,1,14,6.8,1.6,2.2,3.4,23.4,25.1,21.3,7.6,26.6,87.8
Changi,2018,1,15,1.4,0.4,0.8,1,25.2,29.1,22.4,7.2,27.4,86.1
Changi,2018,1,16,0,0,0,0,26.2,29.9,23.3,7.9,27.4,82.6
Changi,2018,1,17,0,0,0,0,27.2,31.5,24.8,10.4,32.8,81.4
Changi,2018,1,18,0,0,0,0,27.2,31,24.6,10.8,32,80.3
Changi,2018,1,19,2.6,2.4,2.6,2.6,26.8,31.7,24.4,7.6,30.6,82.6
Changi,2018,1,20,22.8,18.6,22.4,22.4,26.4,32.1,24.9,5.4,27,87.3
Changi,2018,1,21,0.6,0.6,0.6,0.6,27.2,31.9,24.7,7.6,32.4,84.3
Changi,2018,1,22,5.6,5.6,5.6,5.6,27.5,32.7,24.9,6.8,28.4,84.1
Changi,2018,1,23,6.8,3.4,3.4,5,26.8,30.3,25.2,6.1,28.4,86.6
Changi,2018,1,24,1,0.8,0.8,0.8,26.7,31.8,24.6,6.1,31.3,84.1
Changi,2018,1,25,0.6,0.6,0.6,0.6,26.6,30.2,25,6.5,27,85.9
Changi,2018,1,26,0.6,0.4,0.6,0.6,26.4,30.9,24.8,6.8,32,88.3
Changi,2018,1,27,6.6,4.6,6,6.6,27.1,32,25,7.9,28.8,86
Changi,2018,1,28,12.2,5.2,7.8,9.6,26.3,31.5,23.6,6.8,27.4,87
Changi,2018,1,29,0,0,0,0,27.7,33.2,24.9,8.3,31,78.6
Changi,2018,1,30,40.8,27.2,34,39.6,26.9,32.6,21.8,9,50,85.3
Changi,2018,1,31,2.6,2.6,2.6,2.6,27.2,32.2,24.6,9.7,35.3,82.8
