Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Mean Humidity (%)
Changi,2017,10,7,2,1.4,1.4,1.6,27.8,33.2,25,6.5,35.3,83.5
Changi,2017,10,8,16.8,10,10.2,10.6,26.6,30.2,24.7,4.7,27.7,88.8
Changi,2017,10,9,31.4,29.8,31,31,27.8,32.5,23.6,6.5,55.1,83
Changi,2017,10,10,7,4.2,5.2,5.8,27.6,31.8,24.3,9,31.7,86
Changi,2017,10,11,2.2,1.8,2,2.2,28.2,31.7,24,7.6,36.4,80.8
Changi,2017,10,12,11.6,8.6,10,10.2,27.3,30,23.5,5.4,32.4,85.5
Changi,2017,10,13,1,0.4,0.6,0.8,27.2,31.1,23.7,5.8,26.3,84.6
Changi,2017,10,14,0,0,0,0,29.2,32.7,26.7,5.8,26.6,72.3
Changi,2017,10,15,0,0,0,0,29.3,32.3,26.1,6.8,32.4,79.8
Changi,2017,10,16,0,0,0,0,28.5,31.2,26.8,6.5,28.1,80.9
Changi,2017,10,17,0.2,0.2,0.2,0.2,29.7,32.9,27.2,7.9,28.4,72.2
Changi,2017,10,18,0,0,0,0,29.7,34.6,27,8.6,29.2,79.2
Changi,2017,10,19,0,0,0,0,29.7,33.2,27,6.5,25.9,75.4
Changi,2017,10,20,0,0,0,0,29.3,32.8,26.4,7.6,25.6,77.1
Changi,2017,10,21,0.2,0.2,0.2,0.2,28.9,33.3,26.9,6.5,29.5,81.1
Changi,2017,10,22,0.4,0.4,0.4,0.4,28.3,31.2,26.2,6.8,32,81.4
Changi,2017,10,23,0,0,0,0,28,31.5,24.4,4.7,23.4,82.7
Changi,2017,10,24,8.2,8.2,8.2,8.2,27.7,31,26.2,4.7,23.4,87.9
Changi,2017,10,25,0.8,0.6,0.6,0.8,27.6,32.8,25.2,6.1,25.9,85.4
Changi,2017,10,26,10.6,10,10.4,10.4,27.5,32,24.6,5.8,25.2,87.7
Changi,2017,10,27,4,3,3,3,26.6,29.6,25,4.7,36.4,88.3
Changi,2017,10,28,0,0,0,0,27.9,33.8,24.7,6.5,26.3,80.9
Changi,2017,10,29,8.2,8,8.2,8.2,26.5,31,23.7,5.4,28.4,88
Changi,2017,10,30,0,0,0,0,26.8,28.5,24.7,6.5,22.3,87.8
Changi,2017,10,31,3.4,2,2.8,3.2,25.9,27,23.5,5.8,35.3,90.2
Changi,2017,9,1,0,0,0,0,29,32,27.1,14.8,37.1,78.5
Changi,2017,9,2,0,0,0,0,29,32.2,27.1,14.4,36.7,78.2
Changi,2017,9,3,0,0,0,0,29,31.7,27.3,17.3,45.7,77.5
Changi,2017,9,4,0.4,0.4,0.4,0.4,28.6,31.8,26.3,7.9,38.9,80
Changi,2017,9,5,10.4,5.8,5.8,5.8,28.2,31.4,25.1,10.8,34.9,82.8
Changi,2017,9,6,20.2,11.6,12.8,15,26.6,28.5,24.4,6.8,50.4,88.5
Changi,2017,9,7,0,0,0,0,28,31,26,8.3,33.1,81.6
Changi,2017,9,8,0,0,0,0,27.9,31.8,26.4,10.8,37.8,82.8
Changi,2017,9,9,2.6,2.6,2.6,2.6,27.9,30.9,24.7,6.1,47.2,81.3
Changi,2017,9,10,3.8,2,2.8,2.8,27.7,31.2,25.9,5,31,85.3
Changi,2017,9,11,14,7.4,7.6,7.6,26.9,30.1,24.2,5.8,30.6,87.1
Changi,2017,9,12,0,0,0,0,28.4,31.4,25.6,9,28.1,83.3
Changi,2017,9,13,0,0,0,0,29.1,32.4,26.2,10.8,29.2,78.8
Changi,2017,9,14,0,0,0,0,28.7,31.5,27.3,7.9,25.2,79
Changi,2017,9,15,0,0,0,0,28.3,30.4,26.5,6.1,37.1,81
Changi,2017,9,16,19.2,15,18.4,18.8,27.7,31.1,22.3,7.9,34.2,80.1
Changi,2017,9,17,3,1.2,1.4,1.6,28.4,32,26.3,14,41.8,79.8
Changi,2017,9,18,16.8,8.2,9.4,14.2,26.9,30.3,23.7,7.6,41,85.9
Changi,2017,9,19,3.8,2.6,2.8,3,26.3,30.3,24.8,6.1,38.2,88.4
Changi,2017,9,20,4,1.8,1.8,1.8,27,31.6,24.3,7.2,37.8,84
Changi,2017,9,21,3.2,1.4,1.8,2,26.8,30.5,23.7,6.1,34.2,80.1
Changi,2017,9,22,0,0,0,0,28.7,31.5,26.1,9,30.2,76.8
Changi,2017,9,23,8.8,6.8,6.8,6.8,28.8,32.1,24.8,8.6,34.9,78.9
Changi,2017,9,24,3.2,3,3.2,3.2,28,31.6,23.8,7.2,40.7,79.1
Changi,2017,9,25,0,0,0,0,28.9,31.5,27,9,28.4,77.9
Changi,2017,9,26,1,1,1,1,27.6,31.9,24.8,7.9,29.5,82.8
Changi,2017,9,27,1.8,0.8,1.2,1.4,27.2,31.3,24.9,5,25.6,84.6
Changi,2017,9,28,0.2,0.2,0.2,0.2,28,31.1,26.1,5.4,20.9,82.9
Changi,2017,9,29,8.4,7.4,7.8,8.2,27.5,31,23.8,5.4,40,83.2
Changi,2017,9,30,0.4,0.4,0.4,0.4,27.8,30.7,25.9,6.5,29.5,80.6
Changi,2017,8,1,1.6,1.6,1.6,1.6,29.2,31.9,27.5,13,38.5,81.4
Changi,2017,8,2,0,0,0,0,29.3,32.2,27.6,15.5,40,74.9
Changi,2017,8,3,0,0,0,0,29.2,32,27.3,15.8,37.8,71.2
Changi,2017,8,4,0,0,0,0,29.3,32.4,27.1,14.8,34.6,74.1
Changi,2017,8,5,0,0,0,0,29.5,33,27.8,16.6,36.4,76.3
Changi,2017,8,6,0,0,0,0,29.2,32.2,27.6,14,44.3,77.5
Changi,2017,8,7,7.2,5.2,6.2,6.2,28.4,30.5,26.4,11.9,30.2,83.1
Changi,2017,8,8,7,4.8,6.2,7,27.5,29.9,25,9.7,33.8,83.6
Changi,2017,8,9,2,1,1.4,1.6,27.2,29.6,24.3,7.6,30.6,82.4
Changi,2017,8,10,0,0,0,0,28.3,31.5,25.7,9,36.4,79.5
Changi,2017,8,11,1.2,0.8,0.8,0.8,27.4,30.7,25.5,7.2,39.2,85.3
Changi,2017,8,12,3,1.4,2.4,2.8,27,29.7,24.4,5.8,37.4,82.8
Changi,2017,8,13,1,0.4,0.6,0.6,27,29.4,24.9,6.5,22.7,83.5
Changi,2017,8,14,0.2,0.2,0.2,0.2,27.8,30.9,25.6,7.2,35.6,80.9
Changi,2017,8,15,0.2,0.2,0.2,0.2,27.3,30.5,25.3,5.8,31,81.2
Changi,2017,8,16,0,0,0,0,28.1,31.6,25.4,9,30.6,76.8
Changi,2017,8,17,14,3.2,5,8.8,27.3,32,23.7,12.2,35.3,83.1
Changi,2017,8,18,29.4,23.4,28.8,29.4,27.3,30.8,24.1,10.1,43.6,87.1
Changi,2017,8,19,4.8,4.6,4.8,4.8,28.1,31.6,25.2,14,41.4,82.7
Changi,2017,8,20,0,0,0,0,28.8,31.8,27.2,12.6,37.8,80.8
Changi,2017,8,21,0,0,0,0,28.8,32,27,13,33.1,80.6
Changi,2017,8,22,5.2,4.6,5,5.2,27.2,28.8,25,9.4,36.4,82.7
Changi,2017,8,23,0,0,0,0,29,31.6,26.8,11.9,33.5,76.8
Changi,2017,8,24,0,0,0,0,28.8,31.3,27.3,12.6,37.8,79.9
Changi,2017,8,25,1.2,0.8,0.8,1.2,27.8,30.5,24.5,10.1,33.5,82.2
Changi,2017,8,26,0,0,0,0,28.5,31,27.2,12.2,32.4,78.8
Changi,2017,8,27,1.8,0.8,1.2,1.2,27.5,29.7,25.6,11.2,41.8,83.9
Changi,2017,8,28,3.2,3.2,3.2,3.2,28.1,30.8,25.7,8.3,36,80.8
Changi,2017,8,29,0.6,0.6,0.6,0.6,26.7,29.6,25.8,8.3,28.4,85.4
Changi,2017,8,30,0.6,0.4,0.4,0.4,27.7,31.1,25.4,7.6,28.1,82.1
Changi,2017,8,31,0,0,0,0,28.4,31.6,25.9,11.5,35.6,81.5
Changi,2017,7,1,0,0,0,0,29.3,32,27.5,13.3,34.6,77
Changi,2017,7,2,0.2,0.2,0.2,0.2,28.5,31.6,26,8.6,28.1,83.3
Changi,2017,7,3,0,0,0,0,27.3,28.8,24.8,7.6,34.2,83.1
Changi,2017,7,4,0,0,0,0,28.4,31.1,25.2,6.8,25.6,78.8
Changi,2017,7,5,23.2,9,15.2,21.6,27.3,31.6,23.5,5.4,33.8,85.7
Changi,2017,7,6,0,0,0,0,27.7,30.2,25.1,11.5,35.3,82.3
Changi,2017,7,7,0,0,0,0,28.6,31.3,26.3,10.4,36.7,76.1
Changi,2017,7,8,8.8,8.6,8.6,8.6,27.9,30.6,24.8,6.5,26.3,82.4
Changi,2017,7,9,0.6,0.6,0.6,0.6,27.4,29.2,24.4,8.3,31,84.2
Changi,2017,7,10,0,0,0,0,28.6,31.8,26,6.1,27.7,78.8
Changi,2017,7,11,30.6,13.4,19.4,21.2,27.3,30.1,23.7,6.1,39.6,84.8
Changi,2017,7,12,4.6,1.4,1.8,2,26.2,27.9,23.7,7.2,34.2,88.4
Changi,2017,7,13,6.4,5.4,5.4,5.4,27,29.8,25,8.3,40.3,85.5
Changi,2017,7,14,3.2,1,1.6,2.2,26.2,29.4,23.8,6.5,51.8,88.5
Changi,2017,7,15,0,0,0,0,27.2,30.7,24.6,7.2,28.8,83
Changi,2017,7,16,0,0,0,0,28.3,31,26.7,13.3,42.1,78.2
Changi,2017,7,17,0,0,0,0,28.5,31.4,26.2,10.8,33.1,75.1
Changi,2017,7,18,0,0,0,0,28.5,30.9,26.7,11.9,32.8,78.4
Changi,2017,7,19,0,0,0,0,28.4,30.8,26.3,10.1,26.3,77.8
Changi,2017,7,20,0,0,0,0,28.6,31,26.6,10.4,29.2,79.9
Changi,2017,7,21,0,0,0,0,28.9,31.5,27.1,12.6,30.2,80
Changi,2017,7,22,0,0,0,0,29.2,31.9,27.4,13.3,29.9,79
Changi,2017,7,23,0,0,0,0,29.1,32,27.1,12.6,33.8,79.8
Changi,2017,7,24,0,0,0,0,29.3,32.2,27.4,13.3,35.3,75.9
Changi,2017,7,25,0,0,0,0,29.1,32.1,27.2,15.1,38.9,77.6
Changi,2017,7,26,2.4,2.2,2.2,2.4,28.4,30.5,24.9,11.9,43.2,81.6
Changi,2017,7,27,0,0,0,0,29.1,31.8,26.8,14,35.6,75.6
Changi,2017,7,28,0,0,0,0,29.3,32.3,27.6,11.2,34.6,75.2
Changi,2017,7,29,0,0,0,0,29.3,31.8,27.6,11.9,40.3,78.6
Changi,2017,7,30,0,0,0,0,29.2,32,27.5,14,36,80.4
Changi,2017,7,31,0,0,0,0,29.1,32.4,27.2,11.5,32.4,79
Changi,2017,6,1,8.2,2.4,4.6,6.6,27.6,31.2,23.9,6.5,23.4,84.6
Changi,2017,6,2,0,0,0,0,29,32.1,27,9,24.5,78.2
Changi,2017,6,3,0,0,0,0,29.6,32.3,27.5,9.7,27.7,78.1
Changi,2017,6,4,0,0,0,0,29.9,32.2,28,12.6,31.3,79.3
Changi,2017,6,5,0,0,0,0,29.8,32.3,28.2,10.1,27.4,79.7
Changi,2017,6,6,0,0,0,0,29.6,32.5,28,9.7,25.2,79.8
Changi,2017,6,7,0,0,0,0,29.6,32.2,27.9,13.3,31,79.9
Changi,2017,6,8,0,0,0,0,29.5,32.7,28,14,29.2,80
Changi,2017,6,9,0,0,0,0,29.6,32.6,27.6,13.3,30.6,78.3
Changi,2017,6,10,0,0,0,0,29,32.7,26.6,10.4,32.4,81
Changi,2017,6,11,0.2,0.2,0.2,0.2,28.1,30.8,25.8,7.6,29.9,82
Changi,2017,6,12,0,0,0,0,29.3,32.1,27,9.4,25.9,76.8
Changi,2017,6,13,0.2,0.2,0.2,0.2,29.1,31.9,25.4,11.9,39.6,79.7
Changi,2017,6,14,0,0,0,0,28.2,32.7,26.3,7.2,38.9,77.5
Changi,2017,6,15,0,0,0,0,29.1,32.8,26.9,8.6,31,77.3
Changi,2017,6,16,8,7.2,8,8,28.2,31.9,25.7,8.6,32,83.1
Changi,2017,6,17,0,0,0,0,29,33,26.2,7.9,26.6,78.8
Changi,2017,6,18,13.8,9.4,10.2,10.8,27.1,30.5,24.1,6.5,31.3,85.4
Changi,2017,6,19,0,0,0,0,27.8,30.5,24.7,8.3,31,81.9
Changi,2017,6,20,0,0,0,0,28.9,32.3,25.8,6.5,25.6,79.3
Changi,2017,6,21,20.2,19.4,20,20.2,28.2,31.6,23,6.8,24.8,82.8
Changi,2017,6,22,0,0,0,0,28.5,30.7,26.4,7.2,32.4,83.7
Changi,2017,6,23,29.6,20,26.8,28.2,26.5,28.5,22.2,6.5,57.6,87.5
Changi,2017,6,24,0,0,0,0,28.1,31.2,24.7,6.8,24.8,77
Changi,2017,6,25,22.8,13.6,20.2,22.8,27.3,30.2,23.5,5.8,34.9,85.8
Changi,2017,6,26,1.6,1.6,1.6,1.6,27.9,31.5,25.1,7.2,22.3,81.8
Changi,2017,6,27,1.4,0.4,0.6,1,25.9,27.8,24.1,5.4,24.8,86.2
Changi,2017,6,28,0,0,0,0,27.6,32,25.1,6.1,28.8,84.1
Changi,2017,6,29,0,0,0,0,27.9,30.6,26.2,6.5,30.6,81.5
Changi,2017,6,30,0,0,0,0,28.5,31.5,26.1,8.6,27.4,78.5
Changi,2017,5,1,0,0,0,0,28.9,31.5,26.4,7.9,29.9,80.6
Changi,2017,5,2,0,0,0,0,28.2,30.7,26.7,6.8,33.5,82.9
Changi,2017,5,3,0,0,0,0,29,31.6,26.2,7.2,24.5,79.1
Changi,2017,5,4,2.4,2,2.4,2.4,28.8,31.9,26.8,7.2,30.6,80.2
Changi,2017,5,5,8,8,8,8,28.4,31.9,24.8,5.8,26.3,83.8
Changi,2017,5,6,8,5.4,5.6,5.6,28.1,31.3,26.1,5,28.4,83.3
Changi,2017,5,7,12,11.2,11.8,11.8,27.8,31,24.8,5.4,37.1,85.4
Changi,2017,5,8,0,0,0,0,28.4,31.5,25.9,7.6,29.9,80.7
Changi,2017,5,9,0,0,0,0,29.6,32.4,27.3,10.1,33.5,78.4
Changi,2017,5,10,19.2,8.8,13.4,15.8,27,30,24.9,5.8,37.1,90
Changi,2017,5,11,0,0,0,0,28.1,31.2,25.3,6.1,22,81.6
Changi,2017,5,12,0.8,0.6,0.8,0.8,28.2,30.4,25.9,6.5,28.8,82.6
Changi,2017,5,13,0,0,0,0,28.6,31.7,27,7.2,25.2,84.9
Changi,2017,5,14,0,0,0,0,29.2,31.7,27.1,11.2,30.6,83
Changi,2017,5,15,0.6,0.4,0.6,0.6,28.3,31.4,26.7,8.6,31.3,86
Changi,2017,5,16,4,3.8,3.8,4,28.7,31.3,26.8,7.6,32,82.5
Changi,2017,5,17,0,0,0,0,29.7,32.5,27.7,13.7,37.1,80.1
Changi,2017,5,18,4,2.2,3.2,4,29,31.5,25.6,13,37.1,83.8
Changi,2017,5,19,0,0,0,0,29.1,31.5,27.2,9.4,33.8,81.5
Changi,2017,5,20,0,0,0,0,29.5,32,28.1,7.9,39.2,79.7
Changi,2017,5,21,27.2,23.4,26.6,27.2,28.5,32.2,24.1,9.7,36.7,84.4
Changi,2017,5,22,9.8,6.8,8.8,9,28.1,30.7,23.6,9.4,33.8,87.2
Changi,2017,5,23,0,0,0,0,29.4,31.9,27,9.7,29.5,80.2
Changi,2017,5,24,11,5.4,7.2,7.6,26.6,29.7,24,8.6,28.1,89.9
Changi,2017,5,25,0,0,0,0,28,31.9,25.5,9.4,34.9,86.7
Changi,2017,5,26,25.8,5.8,10,15.6,27.5,31,24.3,9.7,43.6,89
Changi,2017,5,27,0,0,0,0,28.2,31.9,26.1,7.6,38.2,89.2
Changi,2017,5,28,0,0,0,0,29.1,31,27.2,10.1,27.4,83
Changi,2017,5,29,0,0,0,0,29.4,32.1,27.8,10.8,37.4,81.3
Changi,2017,5,30,13.8,—,—,—,26.7,28.8,23.6,6.5,44.3,89
Changi,2017,5,31,44.8,26,41.4,43.4,28.5,32.8,23.7,5.8,27,79.2
Changi,2017,4,1,7.6,4.8,5.2,7,26.4,31.2,24.4,5.8,29.2,90.1
Changi,2017,4,2,2.6,2.6,2.6,2.6,27.1,32.5,24.8,5.8,31,85.3
Changi,2017,4,3,1.4,0.8,0.8,1.2,27.5,30.6,24.8,5.8,29.2,82.9
Changi,2017,4,4,2.2,1.4,1.6,2.2,28.6,33.7,24.7,6.5,35.3,78.2
Changi,2017,4,5,0,0,0,0,29,32.9,26.1,8.3,36.4,74.3
Changi,2017,4,6,0.6,0.6,0.6,0.6,28.6,33.2,26.2,6.5,27,78.3
Changi,2017,4,7,37.8,28,33.8,36,27.5,34.4,22.9,6.5,33.5,84.4
Changi,2017,4,8,1.6,0.6,0.8,1.2,26.8,28.9,25.7,4.3,28.4,86
Changi,2017,4,9,6.2,5.8,6.2,6.2,27.5,32.4,25.1,6.1,27.4,87.8
Changi,2017,4,10,0,0,0,0,27.3,29.9,25.7,5.8,24.8,88.6
Changi,2017,4,11,11.8,5,8.4,8.8,28.4,31.9,25.2,6.5,30.2,82.2
Changi,2017,4,12,22,8.2,15,20,27.7,31,23.1,7.6,33.5,86.2
Changi,2017,4,13,0.6,0.2,0.4,0.4,27,29.1,24,6.1,27.4,87
Changi,2017,4,14,0.2,0.2,0.2,0.2,27.9,32,24.9,8.3,27.4,85.2
Changi,2017,4,15,0,0,0,0,28.6,32.4,25.5,8.6,32.4,79.8
Changi,2017,4,16,0,0,0,0,28.5,32.5,26,7.6,28.1,80.7
Changi,2017,4,17,0,0,0,0,29.1,32.9,26.7,7.6,25.9,79.8
Changi,2017,4,18,11.6,10,11.4,11.6,27.4,32.4,23.8,6.5,29.5,86.3
Changi,2017,4,19,0.2,0.2,0.2,0.2,28,32.4,24.5,5.4,22.7,79.8
Changi,2017,4,20,0,0,0,0,28.1,32.3,26,5.8,27,83.4
Changi,2017,4,21,18,7,11.6,16.8,27.8,32.4,23.6,6.1,37.4,83.3
Changi,2017,4,22,0.4,0.4,0.4,0.4,28.2,30.9,25.6,5.8,25.2,81.2
Changi,2017,4,23,7.6,6.4,7.6,7.6,28,31.8,26.1,4.7,27,87
Changi,2017,4,24,30.4,17.8,27.2,30.2,27.6,32.1,23.9,7.2,29.5,88.8
Changi,2017,4,25,2.4,2.2,2.2,2.4,26.9,32,25.2,4.7,24.8,91.3
Changi,2017,4,26,2.2,2.2,2.2,2.2,27.2,29.7,25.2,5,23.8,88
Changi,2017,4,27,0.2,0.2,0.2,0.2,28,32.1,25.7,6.1,27.7,82.3
Changi,2017,4,28,42.8,28.2,39.4,42.2,26.8,30.6,22.8,5,28.1,86.4
Changi,2017,4,29,0,0,0,0,27.5,30.1,25.8,5,18.7,87.3
Changi,2017,4,30,0,0,0,0,28.6,32.7,25.8,9.7,32,82.7
Changi,2017,3,1,22,6.2,7.4,8.6,25.2,27.6,22.9,7.9,28.8,91.6
Changi,2017,3,2,0.4,0.4,0.4,0.4,26.9,30.5,24.6,14,43.2,84.5
Changi,2017,3,3,10.4,3.6,4.8,6.6,26.6,29.6,23.6,11.9,36,86.8
Changi,2017,3,4,14.6,4.2,4.6,7.6,25.6,27.9,23.9,6.8,24.5,93.1
Changi,2017,3,5,0,0,0,0,27.2,30.9,24.6,10.8,32.4,83.3
Changi,2017,3,6,0,0,0,0,27.2,31.2,24.6,10.1,29.2,83.9
Changi,2017,3,7,0,0,0,0,27.1,31.3,24.5,7.9,25.6,82.2
Changi,2017,3,8,0,0,0,0,27.3,31.1,25.1,12.6,31.7,80.7
Changi,2017,3,9,0,0,0,0,27.1,30.8,24.7,15.1,35.6,78.7
Changi,2017,3,10,0,0,0,0,27,30,24.9,12.2,30.2,81.4
Changi,2017,3,11,0,0,0,0,27.7,31.6,25.2,11.9,31,80.7
Changi,2017,3,12,0,0,0,0,26.8,30.8,24.8,6.1,27.4,82.2
Changi,2017,3,13,0,0,0,0,27.7,31.2,25.3,9,29.5,84.1
Changi,2017,3,14,0,0,0,0,26.9,30.2,24.5,7.6,29.9,84.1
Changi,2017,3,15,0,0,0,0,28.6,33.3,25.1,8.3,31,76.4
Changi,2017,3,16,0,0,0,0,28.2,32.2,25.9,11.5,32,79.7
Changi,2017,3,17,0,0,0,0,27.3,31.7,25.4,6.1,29.9,84.3
Changi,2017,3,18,0,0,0,0,28.4,32.7,25.6,9,29.9,79.9
Changi,2017,3,19,0,0,0,0,28.4,32,25.7,8.3,30.6,79.7
Changi,2017,3,20,21.4,8.8,9.2,14.2,26.7,28.9,24.1,5,23,86.3
Changi,2017,3,21,0,0,0,0,27.7,32.8,25.4,7.2,27.7,80.1
Changi,2017,3,22,0.4,0.2,0.2,0.2,28,32,25.2,9.7,32,79.8
Changi,2017,3,23,0,0,0,0,28.7,32.2,26,10.1,28.4,79
Changi,2017,3,24,0,0,0,0,28.2,31.2,26.5,7.9,25.6,78.6
Changi,2017,3,25,0,0,0,0,28.1,32.4,25.7,7.6,32,81.9
Changi,2017,3,26,0,0,0,0,29.2,33.3,26.2,10.1,30.6,79.1
Changi,2017,3,27,5,4.8,4.8,4.8,28.5,32.2,24.5,9,46.1,80.4
