Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Mean Humidity (%)
Changi,2013,12,27,0,—,—,—,27.2,30.6,25.3,12,36,82.2
Changi,2013,12,28,0.2,—,—,—,26.7,30,25.1,13.5,43.6,83.7
Changi,2013,12,29,0,—,—,—,26.6,29.2,24.9,10.9,35.6,81.1
Changi,2013,12,30,2.4,—,—,—,26.7,29.7,24.8,9.7,33.1,83.2
Changi,2013,12,31,13.4,—,—,—,25.8,28.7,24.8,8.7,28.8,90.2
Changi,2013,11,1,25.6,—,—,—,26.9,32.3,24.8,5,28.4,86.8
Changi,2013,11,2,32.4,—,—,—,26.7,31,24.2,4.6,27.4,90.2
Changi,2013,11,3,0,—,—,—,27.5,32.1,24.8,6.5,36.7,83.3
Changi,2013,11,4,19.4,—,—,—,26.6,32.2,24.7,6.6,36.7,87.3
Changi,2013,11,5,44,—,—,—,26.8,32.6,23.2,6.6,36,87.3
Changi,2013,11,6,0,—,—,—,27.3,31.8,23.9,7,27.4,80.7
Changi,2013,11,7,0,—,—,—,28.3,32.3,25.6,5.9,25.6,77.6
Changi,2013,11,8,21.8,—,—,—,27.2,31.9,24.5,6,26.3,86.4
Changi,2013,11,9,4,—,—,—,26.6,31.1,24.9,4.6,17.3,92.5
Changi,2013,11,10,13.6,—,—,—,26.6,29.6,24.2,3.8,25.9,88.7
Changi,2013,11,11,2.2,—,—,—,27.3,31.4,24.6,5.3,27,86.9
Changi,2013,11,12,5,—,—,—,25.5,27.8,23.5,4.5,23.8,93.3
Changi,2013,11,13,22.6,—,—,—,27.4,32.7,24.3,7.4,29.5,82
Changi,2013,11,14,0,—,—,—,26.8,29.4,23.2,5.5,31.7,85.9
Changi,2013,11,15,0.8,—,—,—,26.5,31.4,24.6,5.3,27.7,88.8
Changi,2013,11,16,0,—,—,—,27.9,32,24.8,7.6,32.8,81.6
Changi,2013,11,17,0,—,—,—,26.2,27.5,25.4,6.9,27.4,87.1
Changi,2013,11,18,0,—,—,—,27.3,31.4,25.1,8.3,32.8,81.5
Changi,2013,11,19,1.6,—,—,—,27.8,32.1,25.6,5.8,26.6,79.8
Changi,2013,11,20,1.6,—,—,—,28,31.6,24.2,7.5,32.8,78.2
Changi,2013,11,21,0,—,—,—,28.8,32.9,25.1,7.2,34.2,74.3
Changi,2013,11,22,11.2,—,—,—,28.1,31.2,25.1,6.8,25.2,80.5
Changi,2013,11,23,0.4,—,—,—,26.9,29.9,22.9,6.6,32.4,85.2
Changi,2013,11,24,1.6,—,—,—,27.2,32,24.5,6.1,29.2,86.3
Changi,2013,11,25,15.8,—,—,—,27,31.8,23.4,6.4,27,89
Changi,2013,11,26,12.6,—,—,—,26.8,31.1,24.3,5.5,27.4,88.8
Changi,2013,11,27,17.6,—,—,—,27.4,32.8,24.3,6.5,27,84.7
Changi,2013,11,28,1.2,—,—,—,26.7,31.1,24.4,5.1,22.3,88.3
Changi,2013,11,29,7.6,—,—,—,27.3,31.1,25.1,6.8,30.6,85.6
Changi,2013,11,30,29.8,—,—,—,27,31.7,25.1,7.3,31.3,88.8
Changi,2013,10,1,16.8,—,—,—,28.8,32.3,26,11.7,38.5,78.3
Changi,2013,10,2,2.4,—,—,—,26.7,28.3,23.2,6.4,33.8,82.1
Changi,2013,10,3,0,—,—,—,27.6,31.3,25.3,6,30.6,80.5
Changi,2013,10,4,3,—,—,—,28.2,31.3,25.6,6.9,28.1,76
Changi,2013,10,5,4.2,—,—,—,27.9,31.7,22.7,6.9,31.3,78.2
Changi,2013,10,6,0,—,—,—,28.2,31.8,23.6,8.4,50,73.3
Changi,2013,10,7,0,—,—,—,28.5,33.1,23.9,7.1,37.4,70.9
Changi,2013,10,8,28.6,—,—,—,29.4,33.2,26.1,8.6,28.1,71.3
Changi,2013,10,9,0,—,—,—,28,32.2,23,8.2,50,79.7
Changi,2013,10,10,0.6,—,—,—,28,32,26,7.8,28.4,81.9
Changi,2013,10,11,0.6,—,—,—,27.2,29.4,25.5,6.1,24.8,82.9
Changi,2013,10,12,0.4,—,—,—,28.2,31.1,26.7,5.4,29.5,76
Changi,2013,10,13,17.8,—,—,—,28.1,31.8,25.9,5.9,32.4,77.5
Changi,2013,10,14,139.8,—,—,—,27.4,30.3,23.2,5.6,28.8,82.3
Changi,2013,10,15,13,—,—,—,26.7,30.2,20.9,6.1,52.2,85.8
Changi,2013,10,16,0.4,—,—,—,28.8,32.1,26,8.7,30.6,79.4
Changi,2013,10,17,0,—,—,—,28.9,32.7,26.2,10.4,32,79.4
Changi,2013,10,18,6.6,—,—,—,28.6,32.6,24.3,9.5,34.6,80.5
Changi,2013,10,19,0.8,—,—,—,27.6,32,24.8,4.9,27,83.1
Changi,2013,10,20,33.4,—,—,—,26.5,30.9,23.3,6.1,25.2,85.2
Changi,2013,10,21,4.4,—,—,—,27,30.4,24.6,5.6,27.7,83.8
Changi,2013,10,22,0,—,—,—,26.7,30.3,23.3,6.3,36,85.6
Changi,2013,10,23,0,—,—,—,27.6,32.6,25,6.3,28.4,79.8
Changi,2013,10,24,0,—,—,—,27.1,30.9,24.6,4.9,24.8,83.1
Changi,2013,10,25,0,—,—,—,28.1,31.9,25.3,8.3,28.1,79.7
Changi,2013,10,26,0,—,—,—,27.9,32.3,25.3,8.6,32,79.8
Changi,2013,10,27,0.8,—,—,—,26.7,31.7,24.7,6.5,32.8,84.3
Changi,2013,10,28,0,—,—,—,26.6,30.5,24.1,5.9,35.6,86.5
Changi,2013,10,29,2.4,—,—,—,27.6,31.1,24.9,7.2,32.4,84.8
Changi,2013,10,30,9.4,—,—,—,26.9,31.3,24.1,5.4,27.4,85
Changi,2013,10,31,0,—,—,—,27.6,31.5,24.7,6.3,31,82.1
Changi,2013,9,1,0.4,—,—,—,27.7,30.9,25.9,7.2,28.8,80.5
Changi,2013,9,2,2.4,—,—,—,27.5,32,24.2,6.4,31.7,81.5
Changi,2013,9,3,5.2,—,—,—,27.3,30.5,25.3,4.7,26.3,83.5
Changi,2013,9,4,7.2,—,—,—,26.3,29.7,23.7,5.1,24.8,86.6
Changi,2013,9,5,44,—,—,—,25.8,27.8,23.8,5.1,23.8,90.8
Changi,2013,9,6,32.8,—,—,—,26,28.1,22.5,6.2,29.9,89.1
Changi,2013,9,7,13.6,—,—,—,25.5,28.8,22.2,5.6,46.1,85.6
Changi,2013,9,8,1.2,—,—,—,26.4,30.6,21.9,5.4,42.1,84.2
Changi,2013,9,9,1.4,—,—,—,26.3,29.7,24.7,4.8,28.8,85.7
Changi,2013,9,10,9,—,—,—,25.6,27.8,23.3,5.5,31.7,90.2
Changi,2013,9,11,0,—,—,—,27.7,30.9,24.6,8.3,28.8,80.5
Changi,2013,9,12,0,—,—,—,28.8,32,26.3,13.4,35.6,76.4
Changi,2013,9,13,0.4,—,—,—,28.2,31.3,25.7,8.8,40.3,80.7
Changi,2013,9,14,0.4,—,—,—,28.3,30.8,25.7,8.1,39.2,78.7
Changi,2013,9,15,28.6,—,—,—,25.8,27.7,23.5,5.6,31.3,88.6
Changi,2013,9,16,0,—,—,—,27.8,31.1,25,7.5,29.5,82.3
Changi,2013,9,17,21.4,—,—,—,27,30.4,22.8,7.2,38.2,87.3
Changi,2013,9,18,0,—,—,—,28.4,31.3,26,7.4,24.8,81
Changi,2013,9,19,0,—,—,—,28.8,32,26.7,9.4,36,80.5
Changi,2013,9,20,0,—,—,—,29,32.2,26.6,7.9,27,78.2
Changi,2013,9,21,0,—,—,—,29.1,31.9,27.1,10.6,38.2,78.9
Changi,2013,9,22,0,—,—,—,29.2,32.1,27.1,11.6,32.8,74.2
Changi,2013,9,23,0,—,—,—,29.1,32.5,26.7,10.9,27.7,75.2
Changi,2013,9,24,0,—,—,—,29.4,32.9,27.1,11.2,31.3,73.9
Changi,2013,9,25,52.6,—,—,—,27.5,30.5,21.9,8.1,51.1,87.3
Changi,2013,9,26,0.4,—,—,—,26.5,30.3,24.5,6,49,86.4
Changi,2013,9,27,0,—,—,—,28.1,31.1,26.3,6,21.6,79.5
Changi,2013,9,28,33.4,—,—,—,28.2,31.9,26.4,5.8,27.7,78.2
Changi,2013,9,29,2.2,—,—,—,27.7,31.1,22.2,6.1,45.4,79.9
Changi,2013,9,30,0.4,—,—,—,27.2,29.3,24,6.1,27,81.9
Changi,2013,8,1,8.2,—,—,—,26.8,29.3,22,7.5,40,83.3
Changi,2013,8,2,0,—,—,—,27,29.2,24.2,8.1,32.8,80.4
Changi,2013,8,3,0,—,—,—,29,31.8,26.4,10.9,28.4,74.5
Changi,2013,8,4,0,—,—,—,28.2,30.5,25.6,8.1,39.6,76.8
Changi,2013,8,5,43.2,—,—,—,26.8,29.7,23.3,9,31,83.6
Changi,2013,8,6,1,—,—,—,28.2,31.2,25.3,5.2,25.2,80.4
Changi,2013,8,7,19.2,—,—,—,28,31.3,25.2,7,29.5,83
Changi,2013,8,8,0.6,—,—,—,26.7,27.8,23.2,8.2,37.4,86.1
Changi,2013,8,9,1.8,—,—,—,27.7,30.8,25.8,9.6,26.6,80.9
Changi,2013,8,10,40,—,—,—,27.3,31.3,23.8,8.3,39.2,79.3
Changi,2013,8,11,10.6,—,—,—,26.8,30.3,21.6,6.3,41.8,83.6
Changi,2013,8,12,15.8,—,—,—,27.2,31,22.6,7.5,41.4,83.2
Changi,2013,8,13,2.6,—,—,—,26.6,28.7,21.7,7,23,86.5
Changi,2013,8,14,1.4,—,—,—,27.9,29.6,26.3,11.6,29.2,83.6
Changi,2013,8,15,0,—,—,—,28.5,31.1,26.6,10.2,31,77
Changi,2013,8,16,0,—,—,—,28.2,31,25.6,8.9,37.1,78.8
Changi,2013,8,17,0,—,—,—,28.1,31.5,25.8,7.1,31.7,79.8
Changi,2013,8,18,0,—,—,—,28.1,31.2,26,8.9,28.4,81
Changi,2013,8,19,1,—,—,—,28.2,31.8,24.9,8.9,37.4,76.3
Changi,2013,8,20,9.6,—,—,—,26.8,30.7,23.9,5.5,47.2,86.9
Changi,2013,8,21,0,—,—,—,28.1,31,25.8,10.6,33.8,80.7
Changi,2013,8,22,0,—,—,—,28.8,31.9,26.8,10.9,29.5,74.9
Changi,2013,8,23,0,—,—,—,29,31.9,27,11.9,32,70.7
Changi,2013,8,24,0,—,—,—,28.8,32,26.3,11.4,33.5,74.2
Changi,2013,8,25,0,—,—,—,28.9,31.6,27,15.1,41.4,75.6
Changi,2013,8,26,0.2,—,—,—,28.1,30.8,26.6,12.9,34.2,78.1
Changi,2013,8,27,0,—,—,—,28.8,32.3,26.6,11.7,34.6,76.4
Changi,2013,8,28,10.4,—,—,—,27.6,32.6,24.6,9.5,42.1,83.1
Changi,2013,8,29,0,—,—,—,27.7,31.5,25.5,7,31,83.9
Changi,2013,8,30,0,—,—,—,27.8,31.9,25.1,8.9,31,80.1
Changi,2013,8,31,0,—,—,—,28.9,32.8,26.6,12.7,32.4,75.6
Changi,2013,7,1,0,—,—,—,28.8,32.4,26,6,29.9,74.3
Changi,2013,7,2,2.6,—,—,—,27.2,30.4,25,5.8,35.6,81.5
Changi,2013,7,3,0,—,—,—,28,30.6,25.5,6.5,25.9,79.4
Changi,2013,7,4,2.2,—,—,—,27.1,30.2,25.1,4.8,27.7,85.2
Changi,2013,7,5,0,—,—,—,27.3,31.4,24.4,6.7,19.4,79.7
Changi,2013,7,6,0,—,—,—,29,32.1,26.8,9.5,29.9,73.6
Changi,2013,7,7,0,—,—,—,29.2,32.2,26.5,10.4,38.2,74.6
Changi,2013,7,8,2.2,—,—,—,28.9,32.3,27.6,10.9,30.6,77.4
Changi,2013,7,9,8.8,—,—,—,26.2,28,23.4,5.8,28.1,89
Changi,2013,7,10,0,—,—,—,28.2,30.9,25.9,7.6,26.6,77
Changi,2013,7,11,15.8,—,—,—,27.4,31.3,24,5.4,32.4,82.5
Changi,2013,7,12,15.6,—,—,—,27.2,32.4,24.3,5.8,34.2,85.1
Changi,2013,7,13,1.6,—,—,—,27.3,30.1,24.5,4.6,21.2,83.8
Changi,2013,7,14,4.4,—,—,—,27.2,29.5,24.1,3.8,37.1,82
Changi,2013,7,15,0,—,—,—,27.2,31.9,24.3,8.6,35.6,77.6
Changi,2013,7,16,0.6,—,—,—,27.7,31.7,25.4,5.5,31,80.8
Changi,2013,7,17,13.6,—,—,—,26.7,30.8,24.9,4.8,35.3,86.6
Changi,2013,7,18,31.6,—,—,—,26.3,27.3,23.7,7.5,26.6,88.2
Changi,2013,7,19,0,—,—,—,28,30.9,25.6,6.5,23,78.7
Changi,2013,7,20,0,—,—,—,28.6,31.3,26.5,8.2,29.2,77.4
Changi,2013,7,21,0,—,—,—,28.8,33.5,26.4,6.9,30.2,78.5
Changi,2013,7,22,0,—,—,—,28.9,33.2,26.2,7.5,28.8,71.9
Changi,2013,7,23,0,—,—,—,29.3,32.5,26.9,11.4,29.2,75.5
Changi,2013,7,24,0,—,—,—,29.1,32.2,26.3,10.5,34.2,77.9
Changi,2013,7,25,0,—,—,—,27.7,31,25.3,7.5,40,82.5
Changi,2013,7,26,37.4,—,—,—,26.8,31.3,24.1,6.1,38.2,88
Changi,2013,7,27,19.6,—,—,—,25.3,27.7,22.9,4.7,31.7,93.4
Changi,2013,7,28,0,—,—,—,28.1,31.6,24.4,7.4,25.2,78.9
Changi,2013,7,29,2.4,—,—,—,27.5,30.5,25.1,6.8,34.6,82.8
Changi,2013,7,30,0,—,—,—,27.8,31.3,25.4,6.9,36.7,81.8
Changi,2013,7,31,16.2,—,—,—,28.1,31.1,25.7,8.4,32,80.8
Changi,2013,6,1,22.4,—,—,—,27.2,33,22.6,6.1,33.5,87.9
Changi,2013,6,2,0,—,—,—,28.6,32.4,25.6,5.7,20.2,85.4
Changi,2013,6,3,17.2,—,—,—,28.1,32.5,24.1,6.2,31,85
Changi,2013,6,4,0,—,—,—,27.3,30.6,25.2,5.9,25.9,86.8
Changi,2013,6,5,21.6,—,—,—,27.2,33.4,22.9,6.2,32,84.5
Changi,2013,6,6,3.6,—,—,—,28.3,32.4,24.6,7.7,24.8,84
Changi,2013,6,7,1,—,—,—,28.5,33.7,25.7,6.8,29.5,82.5
Changi,2013,6,8,2,—,—,—,27.7,32.3,25.2,5.2,28.4,82.7
Changi,2013,6,9,14,—,—,—,27.6,29.6,24.8,5.4,35.6,86
Changi,2013,6,10,3.8,—,—,—,28.9,32.7,25.2,6.4,32.4,77.8
Changi,2013,6,11,0,—,—,—,29.3,32.3,24.9,6.5,33.1,75.7
Changi,2013,6,12,0,—,—,—,29.9,33.2,27.1,7.3,38.2,62.9
Changi,2013,6,13,0,—,—,—,29.8,33,27.1,5.7,30.2,70.3
Changi,2013,6,14,0,—,—,—,29.9,32.5,28,6,32,72.1
Changi,2013,6,15,0,—,—,—,30,33.6,27.8,6,27,72.6
Changi,2013,6,16,16.2,—,—,—,29.7,32.5,25.8,6.4,44.3,73.2
Changi,2013,6,17,0,—,—,—,29.1,33.2,25.9,5.4,28.4,73.7
Changi,2013,6,18,0,—,—,—,30.4,34.2,27,6.7,34.9,63
Changi,2013,6,19,0,—,—,—,30.5,34.5,26.8,7.3,37.4,57.9
Changi,2013,6,20,0,—,—,—,30,33.9,26.8,6.4,31.3,60.4
Changi,2013,6,21,0,—,—,—,30.1,34,27,6,27,60.7
Changi,2013,6,22,0,—,—,—,30.1,33.3,27.5,5.9,26.3,65.3
Changi,2013,6,23,0,—,—,—,30,32.9,27.5,6.7,23.8,69.9
Changi,2013,6,24,0,—,—,—,30.2,33.4,28.2,11.1,24.8,76.3
Changi,2013,6,25,0,—,—,—,29.5,33.7,27.2,7.8,33.8,74.9
Changi,2013,6,26,7,—,—,—,27.7,30,23,5.1,41,84.5
Changi,2013,6,27,0,—,—,—,28.9,32.4,26.3,5,25.9,74.3
Changi,2013,6,28,0.2,—,—,—,28.5,32.1,25.8,4.2,21.6,76.4
Changi,2013,6,29,0,—,—,—,28.7,32,26.6,5.6,24.8,80.7
Changi,2013,6,30,2.4,—,—,—,27.5,29.7,23.8,5.5,37.1,81.7
Changi,2013,5,1,0.2,—,—,—,28.3,31.1,26.9,5.1,32.4,83.6
Changi,2013,5,2,0,—,—,—,28.5,31.8,26.1,7.8,36.7,84.2
Changi,2013,5,3,0.2,—,—,—,28.4,30.4,25.9,6.3,32.8,83.3
Changi,2013,5,4,0,—,—,—,28.9,31.7,26.7,10.6,37.1,80
Changi,2013,5,5,8.6,—,—,—,27.7,31.3,24.7,5.8,27,87.7
Changi,2013,5,6,0.2,—,—,—,27.8,32.6,25.3,4.4,27.7,87.5
Changi,2013,5,7,46.2,—,—,—,27.3,32.6,23.5,5.7,37.1,88.3
Changi,2013,5,8,5.8,—,—,—,27,31.6,25.3,4.4,24.1,90
Changi,2013,5,9,40.4,—,—,—,27.8,31.9,24.9,6.5,43.2,85.2
Changi,2013,5,10,1,—,—,—,28.1,31,26.8,7,34.2,85.9
Changi,2013,5,11,0.2,—,—,—,28,29.9,26.6,7.9,29.9,86.2
Changi,2013,5,12,0,—,—,—,29.7,33.6,27.5,10.6,37.8,78.3
Changi,2013,5,13,0,—,—,—,29.9,32.9,28,11.4,29.2,79.8
Changi,2013,5,14,3.4,—,—,—,28.8,31.9,25.6,5.4,28.4,84.6
Changi,2013,5,15,42.6,—,—,—,28.8,32.8,26.2,7.1,27.7,86.5
Changi,2013,5,16,2,—,—,—,27.1,31.2,22.9,7.2,44.3,85.5
Changi,2013,5,17,0,—,—,—,29.5,33.9,25.9,5.5,23.8,74.9
Changi,2013,5,18,0,—,—,—,27.8,30.3,26.2,6.1,29.2,81.7
Changi,2013,5,19,0,—,—,—,29.3,32.6,25.9,6.3,26.3,76
Changi,2013,5,20,0,—,—,—,28.7,31.2,26.8,5.2,27.7,80.9
Changi,2013,5,21,0,—,—,—,28.2,32.7,26.1,5.3,22.7,83.9
Changi,2013,5,22,0,—,—,—,27.9,31.5,25.7,5.5,29.9,83.7
Changi,2013,5,23,0,—,—,—,29,32.4,25.9,7.1,22,80.1
Changi,2013,5,24,8.4,—,—,—,27.6,30,25.2,5.1,28.4,85.6
Changi,2013,5,25,0,—,—,—,28.8,33.4,25.3,5.7,24.8,81.5
Changi,2013,5,26,22.6,—,—,—,27.4,32.6,23.9,4.9,45.7,88
Changi,2013,5,27,0,—,—,—,28.5,33.1,24.9,7.1,23.8,81.1
Changi,2013,5,28,0,—,—,—,28.4,32.5,25.5,5.2,26.3,76.6
Changi,2013,5,29,1.4,—,—,—,27,28.2,26.1,5.2,21.6,88.5
Changi,2013,5,30,3.6,—,—,—,26.9,31.8,24,5.9,32.8,86.8
Changi,2013,5,31,24.6,—,—,—,27.1,32.2,24,6.3,30.2,84.8
Changi,2013,4,1,19.6,—,—,—,28.2,34,23.4,6.4,57.2,85.2
Changi,2013,4,2,4.2,—,—,—,28.6,33.2,26.3,6.2,31.7,85.5
Changi,2013,4,3,5.8,—,—,—,28.2,32.5,26.3,5.3,27,84.6
Changi,2013,4,4,41.6,—,—,—,27.4,31.9,25,5.8,29.9,89.7
Changi,2013,4,5,0,—,—,—,29.3,33.8,25.6,6.1,26.3,79.5
Changi,2013,4,6,6.4,—,—,—,28,30.6,25.9,7.9,46.8,84.9
Changi,2013,4,7,0,—,—,—,28.6,31.6,26.4,8.2,33.8,77.8
Changi,2013,4,8,0,—,—,—,28.7,33.6,27.1,5.4,30.2,81.4
Changi,2013,4,9,0,—,—,—,28.3,33.2,26.6,5.3,31,81.9
Changi,2013,4,10,0.4,—,—,—,28.4,31,26.9,6.5,22.3,80.8
Changi,2013,4,11,0,—,—,—,27.4,29.8,25,5.3,20.5,83.2
Changi,2013,4,12,0,—,—,—,28.8,33.5,25.4,7.6,26.3,81.5
Changi,2013,4,13,16.2,—,—,—,29,33.5,24.9,8,34.6,82.5
Changi,2013,4,14,0.6,—,—,—,25.8,27.8,22.1,5.6,50,90.8
Changi,2013,4,15,0,—,—,—,28.9,33.4,25.4,7.4,25.9,81.7
Changi,2013,4,16,22.4,—,—,—,28.9,32.8,26.6,6.8,24.8,84.2
Changi,2013,4,17,1,—,—,—,28.4,32.3,23.4,7,40,80.2
Changi,2013,4,18,1.8,—,—,—,30.1,34.9,26.7,6.6,35.6,73.8
Changi,2013,4,19,1,—,—,—,27.2,29.8,24.4,5.2,23.4,88.3
Changi,2013,4,20,0.2,—,—,—,29.3,32.5,26.1,7.4,28.4,78.2
Changi,2013,4,21,3.8,—,—,—,26.8,32.3,24.2,6,41,87.9
Changi,2013,4,22,0,—,—,—,28.3,33.4,24.1,7,23.8,79.8
Changi,2013,4,23,8.4,—,—,—,28,32.1,26,5.3,24.5,85.7
Changi,2013,4,24,0,—,—,—,28.5,32.4,26.5,5.3,20.9,82.4
Changi,2013,4,25,4.6,—,—,—,28.8,32.6,26.2,7.4,29.5,82.8
Changi,2013,4,26,0.6,—,—,—,26.9,29.7,24,4.7,38.5,87.4
Changi,2013,4,27,4.2,—,—,—,27.9,32.7,24.7,5,26.6,86.3
Changi,2013,4,28,16.6,—,—,—,26.2,27.3,24,4.6,75.2,92.9
Changi,2013,4,29,0,—,—,—,28.2,32.2,25,8,35.6,82.8
Changi,2013,4,30,0,—,—,—,29.2,33.1,26.2,7.9,37.4,77.6
